Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,1046.10,1050.90,1035.20,1049.65,2585700,1049.65
2017-01-31,1046.85,1053.80,1040.30,1045.20,3457300,1045.20
2017-01-30,1024.95,1046.45,1024.80,1044.80,3583700,1044.80
2017-01-27,1020.25,1028.90,1019.00,1025.10,4997200,1025.10
2017-01-26,1017.30,1017.30,1017.30,1017.30,000,1017.30
2017-01-25,1032.00,1032.70,1016.15,1017.30,5453200,1017.30
2017-01-24,1017.00,1028.80,1017.00,1027.30,2153000,1027.30
2017-01-23,1021.80,1031.00,1012.80,1015.90,3133500,1015.90
2017-01-20,1033.95,1037.45,1023.90,1025.80,2008000,1025.80
2017-01-19,1035.15,1045.30,1031.00,1033.70,3493700,1033.70
2017-01-18,1042.60,1048.00,1028.75,1032.55,3627000,1032.55
2017-01-17,1065.00,1068.00,1038.50,1041.25,8968200,1041.25
2017-01-16,1089.95,1093.95,1073.95,1076.25,2746000,1076.25
2017-01-13,1084.55,1097.50,1084.55,1090.40,1653600,1090.40
2017-01-12,1087.00,1090.35,1079.80,1083.30,999300,1083.30
2017-01-11,1095.00,1095.70,1084.00,1086.05,2623200,1086.05
2017-01-10,1080.00,1094.40,1080.00,1089.85,2594400,1089.85
2017-01-09,1077.00,1086.00,1071.00,1077.70,1195200,1077.70
2017-01-06,1074.20,1085.00,1073.10,1074.95,1793400,1074.95
2017-01-05,1071.00,1079.90,1068.75,1077.40,1996400,1077.40
2017-01-04,1092.90,1093.00,1064.30,1067.15,2375500,1067.15
2017-01-03,1089.85,1097.00,1081.10,1089.40,1470700,1089.40
2017-01-02,1084.00,1090.00,1072.35,1085.10,1622400,1085.10
2016-12-30,1064.80,1085.00,1063.10,1082.40,3591400,1082.40
2016-12-29,1050.00,1068.80,1049.50,1065.45,2005200,1065.45
2016-12-28,1067.90,1069.55,1047.10,1049.70,2202900,1049.70
2016-12-27,1047.85,1067.10,1047.00,1064.70,3987100,1064.70
2016-12-26,1054.35,1066.00,1044.65,1047.45,3502200,1047.45
2016-12-23,1052.00,1068.95,1052.00,1057.30,2346400,1057.30
2016-12-22,1058.00,1062.65,1050.95,1053.35,6604400,1053.35
2016-12-21,1060.10,1067.30,1057.20,1063.25,4655700,1063.25
2016-12-20,1054.70,1061.00,1053.15,1057.90,2671700,1057.90
2016-12-19,1055.00,1066.95,1054.35,1062.55,3430900,1062.55
